Address,Transaction ID,Total Committed Amount in Algo,Committed Algo Amount,Committed LP Tokens in Algo,Total committed amount eligible for extra rewards in ALGO,Registration Datetime,Beneficiary Address,xGov Controller Address,xGov,period-15-voting-session-1-measure-1,period-15-voting-session-1-measure-2,period-15-voting-session-1-measure-3,period-15-voting-session-1-measure-4,period-15-voting-session-1-measure-5,period-15-voting-session-1-measure-6,period-15-voting-session-1-measure-7,period-15-voting-session-1-measure-8,period-15-voting-session-1-measure-9,period-15-voting-session-1-measure-10,period-15-voting-session-1-measure-11,period-15-voting-session-1-measure-12,period-15-voting-session-1-measure-13,period-15-voting-session-1-measure-14,period-15-voting-session-1-measure-15,period-15-voting-session-1-measure-16,period-15-voting-session-1-measure-17,period-15-voting-session-1-measure-18,period-15-voting-session-1-measure-19,period-15-voting-session-1-measure-20,period-15-voting-session-1-measure-21,period-15-voting-session-1-measure-22
JHRF4XJLE7SDSRD4URZ6HGWM7RXMLLBZVX3BTQNI6PSDGFPC3LDEQA6XC4,7YBWNHSBK77K6TWN3OQTRFBH55S34EYWYZOSKIQW7WMX2Z7PMHLQ,32402469522,0,32402469522,,2025-07-07 12:46:23.971892+00:00,,,No,{'b': 32402469522},{'b': 32402469522},{'b': 32402469522},{'b': 32402469522},{'b': 32402469522},{'b': 32402469522},{'b': 32402469522},{'b': 32402469522},{'a': 32402469522},{'b': 32402469522},{'a': 32402469522},{'b': 32402469522},{'b': 32402469522},{'b': 32402469522},{'b': 32402469522},{'a': 32402469522},{'a': 32402469522},{'a': 32402469522},{'a': 32402469522},{'b': 32402469522},{'b': 32402469522},{'b': 32402469522}
AWALLETCPHQPJGCZ6AHLIFPHWBHUEHQ7VBYJVVGQRRY4MEIGWUBKCQYP4Y,CEENFP3UFBH7HBZQB2PASKLAZPS4VSGKMSCXMW32AXTQU42TDNWA,13879970766,0,13879970766,,2025-07-07 12:43:35.695551+00:00,,,No,{'c': 13879970766},{'c': 13879970766},{'b': 13879970766},{'c': 13879970766},{'c': 13879970766},{'c': 13879970766},{'c': 13879970766},{'c': 13879970766},{'a': 13879970766},{'a': 13879970766},{'a': 13879970766},{'c': 13879970766},{'c': 13879970766},{'c': 13879970766},{'c': 13879970766},{'a': 13879970766},{'a': 13879970766},{'a': 13879970766},{'a': 13879970766},{'c': 13879970766},{'c': 13879970766},{'c': 13879970766}
OP53JF4J4A5DMTAWZ4BXT5M4TRHMHGQQETJOIFFITGSFRT6YJMQEIHVYVQ,JFOE2M4TAPCJKEW5O4N3SF22OUIJ4H4SHONH3UFDKRAEUSNTHEEQ,2027044531,0,2027044531,,2025-07-07 12:39:14.327503+00:00,VOTEKDWXJ2V6PL6BYW5OCHQNJ3D77QQVYYIWO4APV3XXKVZW23WBUWPA3M,,No,{'b': 2027044531},{'b': 2027044531},{'b': 2027044531},{'b': 2027044531},{'b': 2027044531},{'b': 2027044531},{'b': 2027044531},{'b': 2027044531},{'b': 2027044531},{'a': 2027044531},{'a': 2027044531},{'b': 2027044531},{'b': 2027044531},{'b': 2027044531},{'b': 2027044531},{'a': 2027044531},{'a': 2027044531},{'a': 2027044531},{'a': 2027044531},{'b': 2027044531},{'b': 2027044531},{'b': 2027044531}
B7IZAA5T2MTPE57MDUSUXZFTZYONCW4TQCC6LBKQVWX7JW76FV3FCKGHKU,KPGIV3FJYJHZ2RERGT6JN35FXWQCJHLYQZH4IVYXU6PMBF6J3CJA,50900000000,50900000000,0,,2025-07-07 12:36:00.593063+00:00,,,No,{'b': 50900000000},{'a': 50900000000},{'a': 50900000000},{'b': 50900000000},{'a': 50900000000},{'a': 50900000000},{'c': 50900000000},{'b': 50900000000},{'a': 50900000000},{'a': 50900000000},{'c': 50900000000},{'b': 50900000000},{'c': 50900000000},{'a': 50900000000},{'c': 50900000000},{'a': 50900000000},{'a': 50900000000},{'c': 50900000000},{'a': 50900000000},{'b': 50900000000},{'a': 50900000000},{'a': 50900000000}
ARAMIDFJYV2TOFB5MRNZJIXBSAVZCVAUDAPFGKR5PNX4MTILGAZABBTXQQ,QB7KEL5WAZNWTNYV53JI2WJQACMQFI33HLC3VZZRPOC64ZDQXLRA,150000000000,150000000000,0,,2025-07-07 12:35:04.301595+00:00,,,No,{'c': 150000000000},{'c': 150000000000},{'c': 150000000000},{'c': 150000000000},{'c': 150000000000},{'c': 150000000000},{'c': 150000000000},{'c': 150000000000},{'c': 150000000000},{'c': 150000000000},{'a': 150000000000},{'c': 150000000000},{'c': 150000000000},{'c': 150000000000},{'c': 150000000000},{'a': 150000000000},{'a': 150000000000},{'a': 150000000000},{'a': 150000000000},{'c': 150000000000},{'c': 150000000000},{'c': 150000000000}
7FOXNGHFMLLPPUFTDPBGA42XWJXY6TCOYJQGFV2RCFUNJVLMJSYE6COVCY,VHHWE5ERIHQDSPUYJGF7GZSVPKYUK4TXS2XCLVVJOH7UL5DMZJ7Q,2665910,0,2665910,,2025-07-07 12:29:10.786414+00:00,LNOSQ7JPUVB7YW6XGCNSEJVSCY2EDEFFUEL5RLHUFPDIMSGMVBULRDLSRA,,No,{'a': 2665910},{'a': 2665910},{'a': 2665910},{'b': 2665910},{'a': 2665910},{'a': 2665910},{'a': 2665910},{'b': 2665910},{'a': 2665910},{'a': 2665910},{'a': 2665910},{'b': 2665910},{'b': 2665910},{'b': 2665910},{'a': 2665910},{'a': 2665910},{'b': 2665910},{'c': 2665910},{'b': 2665910},{'b': 2665910},{'b': 2665910},{'a': 2665910}
AH4KLWOBKOATKPKUYS55QWAW3HLERKWBFK6VRCQDFSX32SQND7VCTOBV7A,CFHY32OI3Y4V3NXKX3FCS3QMHCIKMPA6NY6GXQFGTCJF6PQBAQ7A,1732177400,1732177400,0,,2025-07-07 12:28:06.571580+00:00,,,No,{'c': 1732177400},{'c': 1732177400},{'c': 1732177400},{'c': 1732177400},{'a': 1732177400},{'c': 1732177400},{'c': 1732177400},{'c': 1732177400},{'c': 1732177400},{'c': 1732177400},{'c': 1732177400},{'c': 1732177400},{'c': 1732177400},{'c': 1732177400},{'c': 1732177400},{'c': 1732177400},{'c': 1732177400},{'c': 1732177400},{'c': 1732177400},{'c': 1732177400},{'a': 1732177400},{'c': 1732177400}
EP7PZ4URY54G6FALGLTOA2CBMZXUHLGITSUCHCTT6CJW4XZJBPD4ZTGJ6E,I7FUZSJQ3PHO4UEPJERFS5PSC5WNVCBBMIKO72T3IC3RQT7Y66TA,126700000,40000000,86700000,,2025-07-07 12:23:01.468571+00:00,,,No,{'c': 126700000},{'a': 126700000},{'a': 126700000},{'b': 126700000},{'a': 126700000},{'a': 126700000},{'a': 126700000},{'b': 126700000},{'a': 126700000},{'c': 126700000},{'c': 126700000},{'b': 126700000},{'b': 126700000},{'a': 126700000},{'a': 126700000},{'a': 126700000},{'b': 126700000},{'c': 126700000},{'b': 126700000},{'c': 126700000},{'a': 126700000},{'c': 126700000}
7P4MQIUR7AYEDULOBWB5E2MNLZV5C64BHCSTMNKUAYBJTBXQ4SHKQLUWVU,JBW2MSWXKSFM5S4OMNG4QLUD4FTYSUX5CU2AXRGY3GP544KPREJQ,100000000000,100000000000,0,,2025-07-07 12:20:21.625293+00:00,,,No,{'a': 100000000000},{'a': 100000000000},{'b': 100000000000},{'c': 100000000000},{'a': 100000000000},{'a': 100000000000},{'a': 100000000000},{'b': 100000000000},{'a': 100000000000},{'b': 100000000000},{'a': 100000000000},{'b': 100000000000},{'b': 100000000000},{'b': 100000000000},{'a': 100000000000},{'a': 100000000000},{'b': 100000000000},{'b': 100000000000},{'b': 100000000000},{'b': 100000000000},{'a': 100000000000},{'a': 100000000000}
F2XR23FXDA5P3G7HP6DQS6MRV47EFWYKBOOM3MDZX3FITXYPF6NJBEVRUY,4WZHZF7I4NEA2GZRQ64IVHRETR2WPQDECOFW4SI75FTVC53U6BAA,3473629733,0,3473629733,,2025-07-07 12:06:00.534485+00:00,SCHUF5FTBJ4FGA7EDCY2RJGSLUDOM6552DOBEBCLP3VMFW5QW74S3ZIEWA,,No,{'b': 3473629733},{'b': 3473629733},{'b': 3473629733},{'b': 3473629733},{'b': 3473629733},{'b': 3473629733},{'b': 3473629733},{'b': 3473629733},{'b': 3473629733},{'c': 3473629733},{'a': 3473629733},{'b': 3473629733},{'b': 3473629733},{'b': 3473629733},{'b': 3473629733},{'a': 3473629733},{'a': 3473629733},{'a': 3473629733},{'a': 3473629733},{'b': 3473629733},{'b': 3473629733},{'b': 3473629733}
YG4AE5Z3K5UZV7QGYCZ7K574SZPBJ4P5L7I6MQ56NESJWEXOF7I3Z5J72Y,RHSMNYPYXWMNGS4SNIAUNEGNYOAOG65DWVBFVTLTAHI4PSGCU34A,147023689,0,147023689,,2025-07-07 12:05:46.024080+00:00,SCHUF5FTBJ4FGA7EDCY2RJGSLUDOM6552DOBEBCLP3VMFW5QW74S3ZIEWA,,No,{'b': 147023689},{'b': 147023689},{'b': 147023689},{'b': 147023689},{'b': 147023689},{'b': 147023689},{'b': 147023689},{'b': 147023689},{'b': 147023689},{'c': 147023689},{'a': 147023689},{'b': 147023689},{'b': 147023689},{'b': 147023689},{'b': 147023689},{'a': 147023689},{'a': 147023689},{'a': 147023689},{'a': 147023689},{'b': 147023689},{'b': 147023689},{'b': 147023689}
GXY44TMFINUNKARSUSVRZJI4ZSJTR735MRVN2ARM6LPKLDUQZCKIOWLQOI,MEKY4H3N4PK56U3M45XUNA5JLEPTTSTIM5TOFFFHP46AW5XTTIEQ,500000000,500000000,0,,2025-07-07 12:05:37.169584+00:00,,,No,{'a': 500000000},{'a': 500000000},{'a': 500000000},{'b': 500000000},{'a': 500000000},{'a': 500000000},{'a': 500000000},{'b': 500000000},{'c': 500000000},{'b': 500000000},{'b': 500000000},{'b': 500000000},{'b': 500000000},{'c': 500000000},{'a': 500000000},{'a': 500000000},{'b': 500000000},{'b': 500000000},{'b': 500000000},{'b': 500000000},{'a': 500000000},{'c': 500000000}
N3T5MQENR4ZAI556J3MOH7OYXHVPAHH3SFH2CH2675IQGVUMV4IRU5DGWU,VNK6Z33EF6CRRO6GY4VRO3LHLSIBMXWPMWBMRDQFNBUL2D42V5YQ,7259206770,0,7259206770,,2025-07-07 12:05:32.467638+00:00,SCHUF5FTBJ4FGA7EDCY2RJGSLUDOM6552DOBEBCLP3VMFW5QW74S3ZIEWA,,No,{'b': 7259206770},{'b': 7259206770},{'b': 7259206770},{'b': 7259206770},{'b': 7259206770},{'b': 7259206770},{'b': 7259206770},{'b': 7259206770},{'b': 7259206770},{'c': 7259206770},{'a': 7259206770},{'b': 7259206770},{'b': 7259206770},{'b': 7259206770},{'b': 7259206770},{'a': 7259206770},{'a': 7259206770},{'a': 7259206770},{'a': 7259206770},{'b': 7259206770},{'b': 7259206770},{'b': 7259206770}
ARQJYI3G5EUB2B6DU5IDLT65DCFXL7DUYFYBPQHEHG4Z6AT2YLHHMHEB7A,77KUIRFQYSYKSYO6WL5G4YHCSOR4NJ4V4MXSFJV5ALKC5A7USJSQ,2558766070,0,2558766070,,2025-07-07 12:05:00.695813+00:00,SCHUF5FTBJ4FGA7EDCY2RJGSLUDOM6552DOBEBCLP3VMFW5QW74S3ZIEWA,,No,{'b': 2558766070},{'b': 2558766070},{'b': 2558766070},{'b': 2558766070},{'b': 2558766070},{'b': 2558766070},{'b': 2558766070},{'b': 2558766070},{'b': 2558766070},{'c': 2558766070},{'a': 2558766070},{'b': 2558766070},{'b': 2558766070},{'b': 2558766070},{'b': 2558766070},{'a': 2558766070},{'a': 2558766070},{'a': 2558766070},{'a': 2558766070},{'b': 2558766070},{'b': 2558766070},{'b': 2558766070}
V66PJR55MSXU7GLQ23QOKSYVM4YCK6SSFPYEYKPDHCPEIDUVRXFSUZ37WE,HPMVIPRU6YQPGCYSN2TZU7WXB2J4MA2VTY6PWT622UMKZK5L5G6A,888488437,888488437,0,,2025-07-07 11:42:20.643149+00:00,,,No,{'c': 888488437},{'a': 888488437},{'a': 888488437},{'b': 888488437},{'c': 888488437},{'a': 888488437},{'c': 888488437},{'b': 888488437},{'a': 888488437},{'a': 888488437},{'a': 888488437},{'b': 888488437},{'b': 888488437},{'c': 888488437},{'c': 888488437},{'c': 888488437},{'c': 888488437},{'b': 888488437},{'c': 888488437},{'b': 888488437},{'a': 888488437},{'c': 888488437}
MA5MWPBYOKLP3SJXZV2E5N6CVIOWW6YD2XW7SDSZUWCTG5KYHMY54IJ55I,SWASCTOQYKLJMEG4MHLTEY2XWOFSATLGJRX2QKVBOKL7MONMTPVA,159464615353,0,159464615353,,2025-07-07 11:39:46.745121+00:00,,,No,{'b': 159464615353},{'b': 159464615353},{'b': 159464615353},{'b': 159464615353},{'b': 159464615353},{'b': 159464615353},{'b': 159464615353},{'b': 159464615353},{'a': 159464615353},{'b': 159464615353},{'a': 159464615353},{'b': 159464615353},{'b': 159464615353},{'b': 159464615353},{'b': 159464615353},{'a': 159464615353},{'b': 159464615353},{'a': 159464615353},{'b': 159464615353},{'b': 159464615353},{'b': 159464615353},{'b': 159464615353}
SCHUF5FTBJ4FGA7EDCY2RJGSLUDOM6552DOBEBCLP3VMFW5QW74S3ZIEWA,ZNVPU52GIW7GGMHGKGJ7ODBL247LS72QQ6XTV7URK6HGQFBOYQ3Q,398545084098,1000000,398544084098,,2025-07-07 11:38:04.801239+00:00,,,No,{'b': 398545084098},{'b': 398545084098},{'b': 398545084098},{'b': 398545084098},{'b': 398545084098},{'b': 398545084098},{'b': 398545084098},{'b': 398545084098},{'b': 398545084098},{'b': 398545084098},{'a': 398545084098},{'b': 398545084098},{'b': 398545084098},{'b': 398545084098},{'b': 398545084098},{'a': 398545084098},{'b': 398545084098},{'a': 398545084098},{'b': 398545084098},{'b': 398545084098},{'b': 398545084098},{'b': 398545084098}
4Y7K7XXYR74PRNBHKDBMAFVCFV6KITEVTJLBEOJUYF7PWLAXF5AQ66IF24,WSUXOEB3E3UU6DHYJFE62LOHAJ46G7QA3IE6J765QH76CQ76QGCA,215238585266,215238585266,0,,2025-07-07 11:37:28.311070+00:00,,,No,{'a': 215238585266},{'a': 215238585266},{'a': 215238585266},{'b': 215238585266},{'a': 215238585266},{'a': 215238585266},{'c': 215238585266},{'b': 215238585266},{'a': 215238585266},{'a': 215238585266},{'c': 215238585266},{'b': 215238585266},{'c': 215238585266},{'a': 215238585266},{'a': 215238585266},{'a': 215238585266},{'a': 215238585266},{'c': 215238585266},{'b': 215238585266},{'b': 215238585266},{'a': 215238585266},{'c': 215238585266}
SCHOLTZ4OXGO6BXRHOXUY4MNTXAOIGC5DVG7WR27ABG7FPOYZ6RFAMQRBE,5MIG35C5WCFYOVOG5EF5KKXXCOCTWMSQOSZZH6WXCCQATYOFALUQ,205016144058,1000000,205015144058,,2025-07-07 11:35:38.024889+00:00,,,No,{'b': 205016144058},{'b': 205016144058},{'b': 205016144058},{'b': 205016144058},{'b': 205016144058},{'b': 205016144058},{'b': 205016144058},{'b': 205016144058},{'b': 205016144058},{'b': 205016144058},{'a': 205016144058},{'b': 205016144058},{'b': 205016144058},{'b': 205016144058},{'b': 205016144058},{'b': 205016144058},{'b': 205016144058},{'a': 205016144058},{'b': 205016144058},{'b': 205016144058},{'b': 205016144058},{'b': 205016144058}
MSO7I2XZYIGE5MDJOVPMJQ5CH6C7N67RERMHBYYVHVDYEZAC5365URN5VE,C55TZRL774PE2YLPP36KGVW6INBQU3O2XMXBY3NCQNJDXMQHIPKA,53023649,53023649,0,,2025-07-07 11:32:05.750359+00:00,,,No,{'a': 53023649},{'a': 53023649},{'a': 53023649},{'a': 53023649},{'a': 53023649},{'a': 53023649},{'a': 53023649},{'a': 53023649},{'a': 53023649},{'a': 53023649},{'a': 53023649},{'a': 53023649},{'a': 53023649},{'a': 53023649},{'a': 53023649},{'a': 53023649},{'a': 53023649},{'a': 53023649},{'a': 53023649},{'a': 53023649},{'a': 53023649},{'a': 53023649}
ALGONAUTSPIUHDCX3SLFXOFDUKOE4VY36XV4JX2JHQTWJNKVBKPEBQACRY,JQVQVLKHJXKFFMBTQWGEM4VLHF2PCPMWDUBKXMUS7MU33LUE66IQ,1350648999,1000000,1349648999,,2025-07-07 11:22:24.555144+00:00,,,No,{'a': 1350648999},{'a': 1350648999},{'a': 1350648999},{'a': 1350648999},{'a': 1350648999},{'a': 1350648999},{'a': 1350648999},{'a': 1350648999},{'a': 1350648999},{'a': 1350648999},{'a': 1350648999},{'a': 1350648999},{'a': 1350648999},{'a': 1350648999},{'a': 1350648999},{'a': 1350648999},{'a': 1350648999},{'a': 1350648999},{'a': 1350648999},{'a': 1350648999},{'a': 1350648999},{'a': 1350648999}
HQG5MH7IP5TK2CQDMFFQEKJYU5UE3Q6BY36PAEMGKAJEJXVDKQU7QWE5CQ,MWDNOQJEJAQFEYOFPT6BQE6OZJSHFVFSB4ZT5HWVZTOZI765JWDA,701848489,540000000,161848489,,2025-07-07 11:04:22.924266+00:00,,,No,{'c': 701848489},{'a': 701848489},{'a': 701848489},{'c': 701848489},{'a': 701848489},{'a': 701848489},{'b': 701848489},{'b': 701848489},{'a': 701848489},{'a': 701848489},{'a': 701848489},{'c': 701848489},{'b': 701848489},{'a': 701848489},{'a': 701848489},{'a': 701848489},{'a': 701848489},{'a': 701848489},{'c': 701848489},{'c': 701848489},{'c': 701848489},{'a': 701848489}
MLJWIXOZQA6ENMUGFUQCFPJWJCQOKE5CYSZQPI3UNWD4KUFXR47WRGIEBE,MU6AAB4S4KCMISVSOVODAAWNQQ6Q4DKKKRPAT64BR2NI7SFNUE4Q,45552837284,45502337290,50499994,,2025-07-07 11:03:32.180999+00:00,,,No,{'a': 45552837284},{'a': 45552837284},{'b': 45552837284},{'b': 45552837284},{'c': 45552837284},{'a': 45552837284},{'a': 45552837284},{'c': 45552837284},{'a': 45552837284},{'c': 45552837284},{'a': 45552837284},{'b': 45552837284},{'c': 45552837284},{'a': 45552837284},{'c': 45552837284},{'a': 45552837284},{'c': 45552837284},{'c': 45552837284},{'c': 45552837284},{'a': 45552837284},{'a': 45552837284},{'a': 45552837284}
MDG2LD6FR33A3KA3JLSRHHYPFIA5XZW2KEZDLYC2NHXQU5NONBZP3FKW74,GETESDQGLDFX6UUGM3TNQYZZ7OKWMT54FO2EEF5P4UFG3HQY7TZA,10589010727,0,10589010727,,2025-07-07 11:01:55.934572+00:00,HQG5MH7IP5TK2CQDMFFQEKJYU5UE3Q6BY36PAEMGKAJEJXVDKQU7QWE5CQ,,No,{'c': 10589010727},{'a': 10589010727},{'a': 10589010727},{'c': 10589010727},{'a': 10589010727},{'a': 10589010727},{'b': 10589010727},{'b': 10589010727},{'a': 10589010727},{'a': 10589010727},{'a': 10589010727},{'c': 10589010727},{'b': 10589010727},{'a': 10589010727},{'a': 10589010727},{'a': 10589010727},{'a': 10589010727},{'a': 10589010727},{'c': 10589010727},{'c': 10589010727},{'c': 10589010727},{'a': 10589010727}
K2PQRDP5S4VJ2XASN37NT4LLJZNDIB4RIHEQBSWYQ2XNQPA5AHMN4JQBV4,ZKUW2WTD2DHMAMG6FXJO7GC755TXVICSSTJNU37KT4UYBV5357QA,198630210,0,198630210,,2025-07-07 11:00:51.260233+00:00,HQG5MH7IP5TK2CQDMFFQEKJYU5UE3Q6BY36PAEMGKAJEJXVDKQU7QWE5CQ,,No,{'c': 198630210},{'a': 198630210},{'a': 198630210},{'c': 198630210},{'a': 198630210},{'a': 198630210},{'b': 198630210},{'b': 198630210},{'a': 198630210},{'a': 198630210},{'a': 198630210},{'c': 198630210},{'b': 198630210},{'a': 198630210},{'a': 198630210},{'a': 198630210},{'a': 198630210},{'a': 198630210},{'c': 198630210},{'c': 198630210},{'c': 198630210},{'a': 198630210}
4DQ5YWRVWLDKJ52JPCVPV2ELOC2RSUAGIEMRS6BI5ELUY53ZFOMAZDQSJU,MCRG5TW4XB6ETAHNLHXJAIX6S32RSEFX5WLC2IHMMV3U7NLPUN5A,3031858494,3031858494,0,,2025-07-07 10:30:18.785282+00:00,,,No,{'c': 3031858494},{'a': 3031858494},{'a': 3031858494},{'c': 3031858494},{'a': 3031858494},{'a': 3031858494},{'b': 3031858494},{'b': 3031858494},{'a': 3031858494},{'a': 3031858494},{'a': 3031858494},{'c': 3031858494},{'b': 3031858494},{'a': 3031858494},{'a': 3031858494},{'a': 3031858494},{'a': 3031858494},{'a': 3031858494},{'c': 3031858494},{'c': 3031858494},{'b': 3031858494},{'a': 3031858494}
RMNDV6DI34KNKG7B7XGVURJQXFU6EBRALPFSGXLU2UD4L35OSE7WR4DXLY,62XSBAYO4IC5VK75TZSYTVUTI6CHIPGSSWAWWLIQQJLDJICODGCQ,1608286199,1190000000,418286199,,2025-07-07 10:29:09.035642+00:00,,,No,{'c': 1608286199},{'a': 1608286199},{'a': 1608286199},{'c': 1608286199},{'a': 1608286199},{'a': 1608286199},{'b': 1608286199},{'b': 1608286199},{'a': 1608286199},{'a': 1608286199},{'a': 1608286199},{'c': 1608286199},{'b': 1608286199},{'a': 1608286199},{'a': 1608286199},{'a': 1608286199},{'a': 1608286199},{'a': 1608286199},{'c': 1608286199},{'c': 1608286199},{'c': 1608286199},{'a': 1608286199}
OE2S7BGZGW3RD3I4CFCAA7ONYIEDDUDE32KHHVR2M625H62SU5EF7GRA4A,RZMYIAEVBWA6PEGPYY2VHIGZ5XJFWJZ5BMKAJOBBCQ6YRFZ7Y62Q,786653401,0,786653401,,2025-07-07 09:42:09.008736+00:00,RMNDV6DI34KNKG7B7XGVURJQXFU6EBRALPFSGXLU2UD4L35OSE7WR4DXLY,,No,{'c': 786653401},{'a': 786653401},{'a': 786653401},{'c': 786653401},{'a': 786653401},{'a': 786653401},{'b': 786653401},{'b': 786653401},{'a': 786653401},{'a': 786653401},{'a': 786653401},{'c': 786653401},{'b': 786653401},{'a': 786653401},{'a': 786653401},{'a': 786653401},{'a': 786653401},{'a': 786653401},{'c': 786653401},{'c': 786653401},{'c': 786653401},{'a': 786653401}
JL77KLFVN3HBACPXJEW3YAALO67OQG6ML256OXISBVVLU7Y5IZLPGMNSOA,NAGTI2RIG7WWSW2V6TQJ3QD3ZTGYERJB7ESF2WYGK22IUAEW5A4Q,1282753418,0,1282753418,,2025-07-07 09:41:41.448461+00:00,RMNDV6DI34KNKG7B7XGVURJQXFU6EBRALPFSGXLU2UD4L35OSE7WR4DXLY,,No,{'c': 1282753418},{'a': 1282753418},{'a': 1282753418},{'c': 1282753418},{'a': 1282753418},{'a': 1282753418},{'b': 1282753418},{'b': 1282753418},{'a': 1282753418},{'a': 1282753418},{'a': 1282753418},{'c': 1282753418},{'b': 1282753418},{'a': 1282753418},{'a': 1282753418},{'a': 1282753418},{'a': 1282753418},{'a': 1282753418},{'c': 1282753418},{'c': 1282753418},{'c': 1282753418},{'a': 1282753418}
27HHHPC2OQY5CJCBDQB4OF3QWKK7ST2ZIY3K2BDT5IGZ7DJQQ6JK5MADSY,WSZBFE6H6H7CXWPYDGX3F42RJZHE3TE3AFLZSEOFOO4VLCZXFYNQ,490000000000,490000000000,0,,2025-07-07 09:31:49.782527+00:00,,,No,{'a': 490000000000},{'a': 490000000000},{'a': 490000000000},{'b': 490000000000},{'a': 490000000000},{'a': 490000000000},{'a': 490000000000},{'b': 490000000000},{'a': 490000000000},{'b': 490000000000},{'b': 490000000000},{'b': 490000000000},{'b': 490000000000},{'a': 490000000000},{'a': 490000000000},{'a': 490000000000},{'a': 490000000000},{'a': 490000000000},{'a': 490000000000},{'b': 490000000000},{'a': 490000000000},{'a': 490000000000}
6CFIM6E7N3H2PC2TUJ26GXOEDRUCBEPLQBAA6FYTZL3C3G72E3VEPZ3Y24,KLPMJWKAECJFDRMDNJVUI2LJTK6UGVUIW3ZOICMFUOUSP3EWTJZQ,825869698,80000000,745869698,,2025-07-07 09:19:51.249735+00:00,,,No,{'a': 825869698},{'a': 825869698},{'a': 825869698},{'b': 825869698},{'a': 825869698},{'a': 825869698},{'a': 825869698},{'b': 825869698},{'a': 825869698},{'a': 825869698},{'b': 825869698},{'b': 825869698},{'b': 825869698},{'a': 825869698},{'a': 825869698},{'a': 825869698},{'a': 825869698},{'b': 825869698},{'b': 825869698},{'b': 825869698},{'a': 825869698},{'a': 825869698}
AAAAASVCTO6S5PAJWXAVE6D37WDBIMC54IMVSZTJXSYHXZLKH7644TKOUM,3CZ3GK5BQGTKLQ2NJXOH7LDDZVTQSYUBNG2GT6E7EMDYWMOPNWUA,112850000000,112850000000,0,,2025-07-07 09:09:41.325746+00:00,,,No,{'b': 112850000000},{'a': 112850000000},{'a': 112850000000},{'b': 112850000000},{'b': 112850000000},{'a': 112850000000},{'b': 112850000000},{'b': 112850000000},{'a': 112850000000},{'b': 112850000000},{'b': 112850000000},{'b': 112850000000},{'b': 112850000000},{'a': 112850000000},{'a': 112850000000},{'a': 112850000000},{'a': 112850000000},{'a': 112850000000},{'a': 112850000000},{'b': 112850000000},{'b': 112850000000},{'b': 112850000000}
UU5YTIN4HDXUWRFPRIVW2XZJAXS3R3DVSNZKUMEWVJWPY3L4Z7KSWW6F34,6MSVFUWCXSIRKWX62VKACHR4M7MSVMRQWSYEKXRGQDQQEMKCYEEA,300000000,300000000,0,,2025-07-07 08:52:48.531502+00:00,,,No,{'a': 300000000},{'a': 300000000},{'a': 300000000},{'a': 300000000},{'a': 300000000},{'a': 300000000},{'c': 300000000},{'a': 300000000},{'a': 300000000},{'a': 300000000},{'a': 300000000},{'b': 300000000},{'a': 300000000},{'a': 300000000},{'a': 300000000},{'c': 300000000},{'a': 300000000},{'a': 300000000},{'b': 300000000},{'a': 300000000},{'b': 300000000},{'a': 300000000}
KXK5TLUOTPXI36YJXMGDHGONH2CXAHPRU5ZPQRFFAYVKBAFNWGOOAUDMZE,Q7J4MBGCKAQH7Q6CNMPRNKJS6C7J5JYVMIINPL5U33ZJ37Z76MMA,171035980000,0,171035980000,,2025-07-07 08:51:11.158076+00:00,,,No,{'a': 171035980000},{'a': 171035980000},{'a': 171035980000},{'c': 171035980000},{'a': 171035980000},{'a': 171035980000},{'c': 171035980000},{'c': 171035980000},{'a': 171035980000},{'c': 171035980000},{'c': 171035980000},{'c': 171035980000},{'c': 171035980000},{'a': 171035980000},{'a': 171035980000},{'a': 171035980000},{'a': 171035980000},{'a': 171035980000},{'c': 171035980000},{'c': 171035980000},{'a': 171035980000},{'a': 171035980000}
ARTEMISKUDWSMWUY7OHHBTMU6KFI53D4GYEPPDT52V7KYE42KUXLKZEUSI,R3EPQMV6HVLD62SXQCTEZWKTYGXFXRDIOC7LLUT6ZYNMR3MW5EQQ,920294998,0,920294998,,2025-07-07 08:45:39.161529+00:00,,,No,{'a': 920294998},{'a': 920294998},{'a': 920294998},{'b': 920294998},{'a': 920294998},{'a': 920294998},{'b': 920294998},{'c': 920294998},{'a': 920294998},{'a': 920294998},{'a': 920294998},{'b': 920294998},{'c': 920294998},{'a': 920294998},{'a': 920294998},{'a': 920294998},{'b': 920294998},{'b': 920294998},{'c': 920294998},{'c': 920294998},{'b': 920294998},{'a': 920294998}
MARIANA263P5J2UUHLYNN6LLLVY3HWCG2SNGEA3SXDAV4HWCLGNU7GUNTQ,2566N2FNBXCVQZ4WG7FFGZSDGCOZGEH5RMYCHAZVQOHFFK3EHXEQ,2748854998,0,2748854998,,2025-07-07 08:45:03.663318+00:00,,,No,{'a': 2748854998},{'a': 2748854998},{'a': 2748854998},{'b': 2748854998},{'a': 2748854998},{'a': 2748854998},{'b': 2748854998},{'c': 2748854998},{'a': 2748854998},{'a': 2748854998},{'a': 2748854998},{'b': 2748854998},{'c': 2748854998},{'a': 2748854998},{'a': 2748854998},{'a': 2748854998},{'b': 2748854998},{'b': 2748854998},{'c': 2748854998},{'c': 2748854998},{'b': 2748854998},{'a': 2748854998}
